Ticker,Date,Close,Resistance,Resistance_Distance_%,Close_Position,Daily_Range_%,Range_Ratio,Volume_Ratio,Volume_Surge_10,Momentum_5d_%,Momentum_10d_%,Momentum_20d_%,MA_Ratio,Distance_MA10_%,Distance_MA30_%,ATR_Pct,Volatility_10d,Price_Range_10d_%,RSI_14,Breakout_Pct,Label,Days_Above_5d,Avg_Close_5d,Return_5d_%,Return_30d_%,Max_Gain_30d_%,Max_Drawdown_30d_%,Pct_Days_Above_30d,Continued_Up_30d
PG,2021-03-26,117.625,116.0358,1.37,0.949,2.31,1.5,1.23,1.24,5.81,5.7,9.65,1.019,4.23,6.16,1.63,0.0081,4.86,79.58,1.37,breakout,5,117.9602,0.74,2.29,2.29,-2.53,86.7,True
PG,2021-12-06,134.6385,132.7359,1.43,0.891,1.45,0.92,1.75,1.48,2.1,3.63,4.18,1.014,2.99,4.42,1.52,0.0139,3.86,62.65,1.43,breakout,5,136.3871,3.63,6.47,7.93,-0.26,100.0,True
PG,2021-12-13,139.5232,137.8684,1.2,0.807,2.17,1.3,1.24,0.98,3.63,5.8,7.58,1.018,4.96,6.84,1.66,0.0138,7.41,71.01,1.2,breakout,5,140.4417,0.12,0.85,4.15,-0.6,100.0,True
PG,2022-11-30,135.2694,133.6189,1.24,1.0,2.7,2.32,1.9,2.23,2.43,6.17,10.59,1.051,3.52,8.78,1.62,0.0075,5.12,84.65,1.24,breakout,5,135.7537,0.72,1.15,3.21,-0.05,100.0,True
PG,2023-03-20,132.4406,130.8527,1.21,0.876,1.5,0.89,1.24,1.1,5.06,3.41,3.66,1.0,4.04,4.08,1.56,0.0101,5.02,73.12,1.21,breakout,5,132.2362,0.57,8.46,8.56,-0.92,100.0,True
PG,2024-09-03,165.3535,162.8617,1.53,0.88,2.3,1.9,1.47,2.04,2.45,3.62,3.84,1.009,2.75,3.64,1.35,0.0062,2.17,75.62,1.53,breakout,5,166.9093,1.87,-0.54,1.87,-4.24,73.3,False
PG,2026-02-23,162.7209,160.7209,1.24,0.962,3.06,1.6,1.22,1.24,3.19,3.77,10.0,1.049,3.71,8.83,2.03,0.0105,4.46,74.59,1.24,breakout,5,162.1849,-1.01,-14.45,1.23,-14.45,16.7,False
KO,2000-05-26,13.052,12.8726,1.39,0.75,3.21,1.08,1.2,1.32,8.99,4.43,15.48,1.025,7.67,10.32,3.39,0.0295,9.28,66.78,1.39,fakeout,1,12.6813,-4.7,3.31,10.41,-5.04,56.7,True
KO,2000-06-15,13.4093,13.1567,1.92,0.892,4.14,1.74,2.25,3.27,6.14,5.27,16.18,1.023,6.35,8.84,2.75,0.0121,6.36,65.32,1.92,fakeout,2,13.0793,0.45,12.19,12.19,-5.26,90.0,True
KO,2000-06-23,13.8893,13.5593,2.43,0.837,4.64,1.64,1.72,1.63,4.28,10.99,10.2,1.028,7.31,10.34,2.99,0.0272,7.85,70.96,2.43,breakout,5,14.0835,-0.76,6.05,8.86,-3.02,93.3,True
KO,2000-07-28,15.0442,14.6993,2.35,0.894,4.69,2.22,1.39,1.63,3.0,8.79,6.14,1.025,5.75,8.4,2.59,0.0189,7.48,69.29,2.35,breakout,5,14.9932,-0.9,-15.45,0.6,-16.03,30.0,False
KO,2000-11-09,15.0019,14.7913,1.42,0.867,4.51,1.58,1.49,1.57,2.57,6.18,8.84,1.032,3.93,7.23,3.07,0.0127,8.02,82.61,1.42,fakeout,2,14.7702,-0.6,-5.25,0.99,-13.9,26.7,False
KO,2002-05-01,14.282,13.8904,2.82,0.869,3.84,2.21,1.62,1.8,4.8,6.86,11.36,1.032,5.35,8.72,2.03,0.0111,4.91,73.68,2.82,breakout,5,14.0906,-1.94,-5.06,0.03,-6.75,53.3,False
KO,2003-05-09,11.101,10.9698,1.2,0.75,1.73,0.84,1.38,1.25,7.29,11.59,6.15,1.0,7.26,7.22,2.25,0.021,9.59,72.99,1.2,breakout,5,11.1838,-0.09,6.78,10.09,-0.09,100.0,True
KO,2003-12-12,12.639,12.447,1.54,0.875,2.59,1.84,1.7,1.45,5.29,6.17,5.7,1.014,4.14,5.57,1.44,0.008,4.86,84.53,1.54,breakout,5,12.8351,1.48,0.04,2.8,-0.08,100.0,True
KO,2003-12-16,12.9744,12.7645,1.64,0.8,2.17,1.46,2.02,1.5,6.11,7.81,9.08,1.021,5.65,7.82,1.45,0.0089,6.63,87.65,1.64,breakout,5,12.828,-1.01,-2.84,0.14,-2.84,70.0,False
KO,2004-02-09,13.4147,13.0563,2.75,0.774,3.21,1.95,1.33,1.23,5.62,4.4,5.67,0.999,5.02,4.87,1.65,0.0081,4.48,70.15,2.75,breakout,5,13.1992,-2.4,-7.69,-0.44,-8.49,20.0,False
KO,2005-02-04,11.1145,10.9915,1.12,0.958,2.24,1.98,1.36,1.25,2.36,3.81,3.31,1.003,2.43,2.69,1.31,0.0072,2.94,70.38,1.12,breakout,5,11.1569,0.68,-1.41,2.94,-1.74,93.3,False
KO,2006-10-20,12.8263,12.3846,3.57,0.817,4.32,4.7,4.25,3.05,6.2,4.45,6.27,0.996,5.69,5.24,1.32,0.0091,3.04,72.91,3.57,breakout,5,12.9229,0.26,0.84,1.13,-0.73,100.0,True
KO,2006-12-05,13.2573,13.0529,1.57,1.0,2.4,2.33,1.76,1.95,3.52,2.72,3.23,1.002,2.94,3.1,1.09,0.005,2.54,72.51,1.57,breakout,5,13.4628,1.87,0.06,2.08,0.06,100.0,True
KO,2007-08-08,15.6424,15.3427,1.95,0.987,2.69,1.23,1.24,1.08,4.86,3.35,7.24,1.005,4.86,5.42,1.97,0.0138,5.37,62.22,1.95,fakeout,2,15.3075,-3.63,1.43,1.98,-4.65,33.3,True
KO,2007-10-17,16.6486,16.4344,1.3,0.752,2.32,1.94,2.03,2.69,2.11,2.64,4.36,1.019,2.33,4.28,1.29,0.0063,2.3,68.72,1.3,breakout,5,16.7528,1.84,6.84,7.18,-0.56,100.0,True
KO,2007-10-25,17.2712,16.9613,1.83,0.883,2.23,1.38,1.21,1.1,3.27,7.19,6.92,1.018,4.47,6.36,1.47,0.0103,5.35,74.21,1.83,breakout,5,17.3445,-0.65,3.58,3.58,-2.35,93.3,True
KO,2008-01-09,18.4896,18.2431,1.35,0.977,2.62,1.7,2.18,2.68,6.84,3.26,3.16,0.995,4.65,4.12,1.6,0.0108,5.62,68.09,1.35,fakeout,1,18.1236,-4.01,-10.74,0.44,-12.06,3.3,False
KO,2009-05-19,13.7384,13.5852,1.13,0.739,2.38,1.1,1.34,1.18,5.05,8.11,8.24,1.001,6.36,6.47,2.22,0.0178,7.74,75.49,1.13,breakout,5,13.8338,-0.02,6.35,7.15,-0.02,100.0,True
KO,2009-05-29,14.4807,14.0536,3.04,1.0,4.5,2.43,1.72,1.61,5.31,9.49,14.19,1.048,5.88,10.97,2.16,0.0131,7.73,80.89,3.04,breakout,5,14.5496,0.57,0.63,1.65,-2.55,100.0,True
KO,2009-09-11,15.4276,15.0946,2.21,0.868,3.38,1.86,1.82,1.55,4.74,5.04,7.92,1.007,4.54,5.28,1.78,0.0102,4.68,65.03,2.21,breakout,5,15.8415,4.37,3.36,6.79,1.26,100.0,True
KO,2010-08-02,17.2996,16.9623,1.99,0.905,1.49,1.05,1.59,1.75,2.68,7.92,12.71,1.034,3.78,7.33,1.41,0.0072,6.01,85.55,1.99,breakout,5,17.3677,1.24,2.87,3.74,-2.22,90.0,True
KO,2012-03-29,23.8012,23.482,1.36,0.726,2.87,3.37,2.57,2.55,3.35,4.95,6.83,1.023,3.67,6.05,1.03,0.0039,4.12,95.63,1.36,breakout,5,23.7877,-0.46,4.96,4.96,-2.53,83.3,True
KO,2012-06-29,25.3858,24.8923,1.98,1.0,1.42,1.22,1.29,1.42,4.34,2.76,7.71,1.012,3.46,4.74,1.25,0.0074,3.2,77.97,1.98,breakout,5,25.4968,-0.27,0.52,3.75,-2.19,90.0,True
KO,2013-02-07,25.6119,25.296,1.25,0.789,1.82,1.75,1.36,1.34,4.48,4.85,5.08,1.007,3.85,4.63,1.16,0.0084,4.03,69.02,1.25,fakeout,2,24.88,-5.32,3.65,3.73,-5.32,70.0,True
KO,2013-03-20,26.4338,26.1222,1.19,0.911,1.4,1.44,1.22,1.43,3.32,2.92,6.44,1.018,2.56,4.38,1.02,0.0074,2.45,72.74,1.19,breakout,5,26.6711,0.88,5.24,7.15,0.43,100.0,True
KO,2013-04-16,28.0913,27.4548,2.32,0.911,2.9,2.01,2.28,2.29,4.08,4.05,9.31,1.021,4.23,6.45,1.71,0.0129,3.87,61.8,2.32,breakout,5,28.208,0.78,-2.29,1.7,-2.29,96.7,False
KO,2014-04-15,27.4234,26.891,1.98,0.701,2.41,2.03,2.84,2.76,3.29,4.61,4.64,1.003,4.15,4.5,1.37,0.0061,3.38,69.38,1.98,breakout,5,27.7783,1.37,1.19,2.31,0.77,100.0,True
KO,2014-10-06,30.1998,29.8327,1.23,0.887,1.63,1.5,1.42,1.33,3.2,3.27,5.12,1.014,2.91,4.32,1.12,0.0075,3.12,75.65,1.23,breakout,5,30.5987,1.08,-1.56,2.18,-6.97,26.7,False
KO,2016-03-29,33.7575,33.358,1.2,0.957,1.51,1.38,1.69,1.7,1.77,2.63,8.61,1.029,2.16,5.09,1.11,0.006,2.97,83.44,1.2,breakout,5,33.8766,0.11,-1.57,0.88,-6.07,46.7,False
KO,2017-11-14,36.1812,35.7158,1.3,0.942,1.81,2.17,2.07,2.33,3.24,3.15,1.96,1.001,2.95,3.01,0.93,0.0058,3.18,69.83,1.3,fakeout,0,35.1376,-3.48,-2.82,-1.26,-4.15,3.3,False
KO,2018-01-26,37.3238,36.9162,1.1,0.898,1.81,2.01,1.52,1.31,2.91,5.41,5.66,1.016,3.24,4.92,0.91,0.0033,4.41,91.28,1.1,fakeout,0,36.4363,-3.71,-8.24,-1.71,-11.19,0.0,False
KO,2018-11-05,38.4381,38.0118,1.12,0.895,1.77,0.93,1.21,0.87,4.8,5.92,4.75,1.016,3.77,5.43,1.78,0.011,5.59,75.32,1.12,breakout,5,39.0554,2.42,-0.84,4.33,-0.84,100.0,False
KO,2019-07-23,43.9475,42.4429,3.54,0.835,3.46,3.87,3.16,3.65,4.2,5.31,4.64,1.006,4.75,5.38,1.26,0.0053,2.47,72.13,3.54,breakout,5,43.4751,-1.12,2.65,2.65,-4.93,86.7,True
KO,2020-01-30,48.3181,47.5055,1.71,0.902,2.07,2.0,1.68,1.54,1.78,3.81,6.34,1.027,2.86,5.68,1.19,0.0059,3.18,82.47,1.71,breakout,5,48.2131,0.22,-16.93,2.16,-19.88,56.7,False
KO,2020-11-10,45.472,44.8655,1.35,0.836,3.39,1.73,2.13,1.82,9.38,8.18,7.49,0.991,9.6,8.62,2.49,0.0249,11.04,69.97,1.35,breakout,4,45.0795,-0.56,-0.9,0.54,-3.66,53.3,False
KO,2021-12-13,50.5837,49.673,1.83,0.825,1.68,0.99,1.99,1.46,5.19,6.65,2.82,0.983,6.61,4.75,1.96,0.0171,6.99,61.91,1.83,breakout,5,50.7554,-0.38,3.19,6.28,-0.38,100.0,True
KO,2022-01-04,52.7994,51.9762,1.58,0.737,1.58,1.44,1.37,2.06,2.39,4.78,9.8,1.039,2.98,6.97,1.24,0.004,3.9,74.65,1.58,breakout,5,52.978,0.27,1.01,2.84,-1.14,100.0,True
KO,2022-11-30,57.355,56.4945,1.52,0.964,3.03,2.72,2.29,2.66,2.74,5.66,7.41,1.033,3.67,7.08,1.52,0.0055,4.84,86.09,1.52,breakout,5,57.4524,-0.11,-3.43,1.16,-3.77,80.0,False
KO,2025-02-11,64.796,61.9683,4.56,0.944,1.86,1.2,2.09,2.3,7.87,8.4,9.65,1.015,6.69,8.28,1.81,0.0126,3.51,74.05,4.56,breakout,5,66.368,3.65,4.34,6.98,1.64,100.0,True
KO,2025-02-12,65.8599,64.8631,1.54,0.944,2.84,1.95,1.69,1.75,8.86,9.36,10.75,1.021,7.55,9.77,1.92,0.0165,7.74,77.7,1.54,breakout,5,66.6229,1.94,3.71,5.25,0.23,100.0,True
KO,2025-02-21,68.3904,67.221,1.74,0.83,2.06,1.35,1.27,1.14,2.66,12.61,15.96,1.054,5.61,11.31,1.71,0.015,10.12,86.4,1.74,breakout,5,68.0473,-0.2,-1.27,3.32,-3.05,70.0,False
KO,2025-10-21,69.7897,67.2615,3.76,0.853,1.63,1.26,2.15,2.32,5.5,6.63,6.76,1.007,5.95,6.73,1.49,0.0081,3.89,73.17,3.76,breakout,5,68.7275,-1.49,0.12,2.67,-4.56,90.0,True
KO,2025-11-21,71.485,70.4462,1.47,0.859,2.33,1.79,1.67,1.73,2.52,3.4,4.65,1.022,2.65,4.92,1.4,0.0092,3.4,82.76,1.47,breakout,5,71.2704,-0.68,-6.77,0.23,-6.77,16.7,False
KO,2026-02-03,75.875,74.7008,1.57,0.743,3.08,1.88,1.62,1.46,4.54,7.16,13.17,1.031,5.15,8.38,1.61,0.0093,7.69,79.58,1.57,breakout,5,76.9053,-0.1,-0.52,6.07,-0.52,100.0,False
KO,2026-06-10,83.0538,82.1298,1.13,0.85,2.07,0.97,1.31,1.17,6.13,2.41,4.45,0.997,5.27,4.95,2.02,0.0185,6.82,56.74,1.13,fakeout,0,81.0421,-3.76,-0.97,2.25,-4.41,46.7,False
PEP,2000-03-30,18.0329,17.4226,3.5,1.0,5.91,1.39,1.6,1.67,7.28,5.5,14.37,1.019,8.03,10.1,4.36,0.0222,7.83,71.45,3.5,breakout,5,18.1646,2.43,9.91,11.3,-2.96,100.0,True
PEP,2000-05-10,19.6636,19.256,2.12,0.905,3.35,1.25,2.37,2.95,4.33,3.81,5.73,1.023,4.85,7.24,3.12,0.0149,5.74,71.23,2.12,breakout,5,19.7703,-0.48,7.38,12.03,-0.48,100.0,True
PEP,2000-06-08,21.3674,21.0527,1.49,1.0,3.39,1.19,1.56,1.53,6.29,4.5,8.66,1.037,4.96,8.85,2.95,0.0217,7.23,66.41,1.49,breakout,4,21.4398,2.21,4.27,4.71,-6.33,76.7,True
PEP,2000-10-30,24.8158,24.5001,1.29,0.939,4.2,1.2,1.58,1.47,5.08,5.36,3.69,1.026,3.95,6.63,4.03,0.0253,6.74,55.98,1.29,fakeout,0,23.9255,-3.31,-3.26,-0.25,-13.74,6.7,False
PEP,2001-02-20,24.578,24.0611,2.15,0.788,2.82,1.29,1.28,1.29,3.3,7.85,10.7,1.026,4.25,7.01,2.39,0.0146,6.66,74.27,2.15,fakeout,0,23.5665,-5.03,-10.9,-2.58,-13.92,0.0,False
PEP,2001-05-10,23.6215,23.3826,1.02,0.893,2.82,1.31,1.34,1.51,5.04,3.5,12.27,1.029,4.16,7.22,2.25,0.0121,5.19,81.73,1.02,fakeout,2,23.1294,-3.31,-2.16,-0.65,-6.61,6.7,False
PEP,2003-04-17,22.203,21.6602,2.51,0.978,4.3,1.96,1.78,1.62,6.91,11.45,5.95,1.002,7.46,7.69,2.42,0.0173,6.91,65.64,2.51,breakout,5,22.2469,0.26,3.67,3.9,-1.65,100.0,True
PEP,2003-06-16,23.8339,23.5444,1.23,1.0,2.02,1.32,1.28,1.38,3.74,3.55,5.46,1.015,2.69,4.2,1.6,0.007,2.98,65.98,1.23,fakeout,1,23.3677,-2.92,1.1,4.95,-4.29,53.3,True
PEP,2003-07-10,24.5934,23.8339,3.19,0.98,4.24,2.25,3.47,3.26,5.6,7.81,5.67,1.0,5.99,5.94,1.95,0.0113,4.58,65.98,3.19,breakout,5,24.7778,-0.36,-6.24,1.7,-6.24,53.3,False
PEP,2004-02-06,26.4853,25.6624,3.21,0.78,3.35,1.86,2.38,2.14,6.24,7.86,9.13,1.013,6.36,7.74,1.76,0.0098,5.08,86.63,3.21,breakout,5,26.7195,0.62,1.46,5.06,-0.54,100.0,True
PEP,2005-02-04,29.6553,29.3443,1.06,0.936,2.53,2.22,1.35,1.3,3.93,3.25,6.37,1.013,3.11,4.43,1.41,0.0041,3.87,77.93,1.06,breakout,4,29.5374,-0.38,-4.56,0.34,-5.31,16.7,False
PEP,2005-04-14,29.691,29.1406,1.89,0.899,3.05,2.84,3.12,3.44,3.22,3.98,5.73,1.004,3.78,4.17,1.27,0.0061,2.87,79.38,1.89,breakout,5,29.3669,-0.78,3.39,3.59,-1.78,100.0,True
PEP,2006-07-18,34.831,34.3572,1.38,0.959,1.53,1.39,1.95,1.92,2.63,4.88,6.58,1.017,3.43,5.21,1.22,0.0071,3.61,84.05,1.38,breakout,5,34.6029,-0.78,4.11,4.11,-1.15,100.0,True
PEP,2006-08-29,36.2637,35.856,1.14,0.913,1.58,1.4,1.74,1.83,3.25,3.49,4.18,1.006,3.32,3.95,1.09,0.0068,4.19,76.76,1.14,breakout,5,36.0114,-0.88,-2.51,0.61,-3.2,50.0,False
PEP,2007-01-11,36.1242,35.7571,1.03,0.872,1.32,1.08,1.56,1.57,2.85,3.36,3.49,1.004,2.94,3.32,1.13,0.0066,3.08,68.27,1.03,breakout,5,36.073,-0.2,-0.71,0.66,-2.52,80.0,False
PEP,2007-04-17,36.7713,36.151,1.72,0.866,2.39,2.79,2.17,2.08,3.77,3.8,4.71,1.006,3.31,3.89,1.12,0.0069,2.77,77.14,1.72,breakout,5,37.0619,0.93,4.21,5.59,0.18,100.0,True
PEP,2007-05-16,38.3584,37.8443,1.36,0.895,2.23,2.61,1.65,2.1,2.19,2.42,4.13,1.02,2.3,4.31,0.99,0.0067,2.23,71.48,1.36,breakout,5,38.4881,0.07,-4.41,1.22,-5.29,40.0,False
PEP,2009-06-02,32.5439,31.3801,3.71,0.86,4.66,2.28,1.3,1.79,7.98,8.21,12.77,1.027,7.43,10.33,2.18,0.0154,6.45,76.61,3.71,breakout,5,32.1883,-2.62,4.3,4.3,-4.7,93.3,True
PEP,2009-09-18,35.7572,35.2376,1.47,0.865,1.74,1.2,1.99,1.82,1.79,5.69,6.16,1.019,2.98,4.9,1.49,0.0086,4.99,77.57,1.47,fakeout,1,35.0392,-1.97,1.15,4.71,-2.34,76.7,True
PEP,2009-10-02,36.3785,35.8409,1.5,0.853,3.79,2.57,2.32,2.27,3.78,1.74,7.52,1.016,3.6,5.26,1.67,0.0089,3.28,65.19,1.5,breakout,5,36.3032,-0.51,1.71,2.92,-1.38,100.0,True
PEP,2010-03-15,40.0776,39.5323,1.38,0.872,1.3,1.19,1.35,1.36,3.12,5.03,9.36,1.037,3.07,6.91,1.21,0.0053,4.87,95.81,1.38,breakout,5,40.2327,0.24,-2.9,1.07,-2.9,86.7,False
PEP,2011-04-28,43.5384,42.6204,2.15,0.902,2.94,2.99,2.35,2.58,3.55,4.92,7.18,1.026,3.81,6.47,1.17,0.0052,3.06,82.42,2.15,breakout,5,43.2698,-1.28,-0.76,2.95,-1.28,100.0,False
PEP,2012-06-29,45.8968,45.4162,1.06,1.0,1.2,1.19,1.24,1.37,2.85,1.7,4.67,1.011,2.2,3.37,1.07,0.0055,2.58,74.67,1.06,breakout,5,45.715,-0.95,1.88,3.13,-2.65,86.7,True
PEP,2012-07-27,46.9361,46.4424,1.06,0.911,2.66,2.37,1.81,1.81,3.29,2.63,3.82,1.005,3.01,3.5,1.23,0.0098,4.21,67.49,1.06,breakout,5,47.0985,0.84,0.16,1.83,-0.64,100.0,True
PEP,2013-02-19,49.7901,48.6162,2.41,0.957,2.79,2.77,1.84,1.71,4.34,4.21,4.17,1.009,4.03,4.94,1.11,0.0089,3.63,67.16,2.41,breakout,5,49.7452,0.16,5.33,6.37,-0.41,100.0,True
PEP,2013-03-22,52.2318,51.4148,1.59,0.759,3.32,4.47,2.44,2.96,2.08,1.87,4.81,1.021,2.4,4.58,0.95,0.0027,1.79,70.32,1.59,breakout,5,52.2384,0.58,4.91,6.94,-1.03,100.0,True
PEP,2013-07-18,58.0555,57.1927,1.51,0.852,2.03,1.8,1.76,2.02,2.66,7.52,7.31,1.013,4.34,5.74,1.26,0.0101,6.01,76.52,1.51,breakout,5,57.5472,-1.44,-8.61,-0.45,-8.92,16.7,False
PEP,2014-06-19,61.9993,61.2218,1.27,1.0,1.31,1.33,1.46,1.51,3.3,2.67,5.43,1.012,2.62,3.88,0.97,0.0073,2.51,68.35,1.27,fakeout,1,60.93,-1.65,-2.21,2.01,-2.28,73.3,False
PEP,2016-06-30,77.1733,76.2554,1.2,0.976,2.33,2.24,1.82,1.68,1.44,2.01,3.86,1.01,2.63,3.66,1.25,0.0098,3.19,62.61,1.2,breakout,5,77.7604,2.2,2.5,3.79,-0.29,100.0,True
PEP,2017-11-14,87.3377,86.1531,1.37,0.835,2.25,2.16,1.43,1.57,4.79,5.02,3.18,1.0,4.23,4.2,1.12,0.0078,4.35,75.47,1.37,breakout,5,86.9107,0.25,3.82,3.82,-0.93,100.0,True
PEP,2018-06-15,83.1136,81.5611,1.9,0.952,2.72,2.27,1.92,2.18,5.0,7.34,10.91,1.03,5.18,8.38,1.28,0.0053,5.53,90.83,1.9,breakout,4,82.2965,0.71,6.11,7.81,-2.07,96.7,True
PEP,2018-07-10,87.1917,84.975,2.61,0.967,2.94,2.1,2.9,3.15,3.07,3.58,9.38,1.035,3.75,7.44,1.56,0.0076,2.26,74.45,2.61,breakout,5,87.2148,1.76,0.74,3.98,-1.2,100.0,True
PEP,2018-11-30,94.9605,93.6678,1.38,0.984,3.17,1.83,1.73,2.25,5.66,4.4,9.35,1.022,4.23,6.49,1.67,0.0117,4.51,65.51,1.38,fakeout,0,91.6431,-3.96,-10.45,-2.17,-12.36,0.0,False
PEP,2019-02-15,90.9814,90.0552,1.03,0.829,1.87,1.6,1.67,1.81,2.56,3.32,6.13,1.022,2.5,4.79,1.52,0.006,2.83,80.22,1.03,breakout,5,91.1588,0.13,6.11,6.59,-0.47,100.0,True
PEP,2019-04-17,100.5026,98.1208,2.43,0.969,2.57,2.45,1.38,1.94,4.07,4.48,7.34,1.018,4.04,5.95,1.19,0.0056,2.57,73.87,2.43,breakout,5,100.2842,-0.69,0.78,2.76,-0.81,100.0,True
PEP,2019-06-06,105.2,104.1346,1.02,0.83,1.3,0.96,1.38,1.25,3.37,2.21,5.5,1.008,2.95,3.75,1.25,0.0087,3.58,61.44,1.02,breakout,5,106.2266,0.73,-1.43,1.84,-1.43,96.7,False
PEP,2020-09-02,117.4968,115.6354,1.61,0.881,3.12,2.17,1.44,1.34,3.48,5.01,5.17,1.005,3.79,4.29,1.44,0.0072,4.03,70.48,1.61,fakeout,0,113.2377,-5.28,-0.59,0.89,-7.92,16.7,False
PEP,2021-12-10,144.651,143.2128,1.0,0.932,1.31,0.77,1.21,0.98,2.59,5.57,4.56,1.004,3.55,3.92,1.8,0.0153,5.9,63.1,1.0,breakout,5,145.6851,-0.4,1.4,3.95,-0.4,100.0,True
PEP,2023-04-25,167.8779,165.0993,1.68,0.881,2.08,2.61,1.5,1.88,2.64,3.71,5.69,1.02,2.9,4.92,1.02,0.0041,2.35,79.28,1.68,breakout,5,168.6744,1.34,-4.4,3.38,-4.4,63.3,False
PEP,2023-12-13,155.5335,153.6437,1.23,0.99,2.28,1.98,1.2,1.15,2.69,3.69,3.1,1.007,2.58,3.3,1.19,0.0086,2.96,62.37,1.23,fakeout,0,151.5098,-3.67,-2.24,0.55,-4.01,10.0,False
PEP,2025-07-01,128.7334,126.6396,1.65,0.712,2.9,1.85,1.21,0.95,3.21,2.93,4.46,0.999,4.18,4.06,1.71,0.0133,3.52,58.19,1.65,breakout,5,128.644,-0.58,10.42,10.42,-1.07,100.0,True
PEP,2025-07-17,138.4222,130.3895,6.16,0.88,2.97,1.94,2.51,3.16,6.88,6.57,12.49,1.024,7.58,10.16,2.04,0.0089,2.78,81.24,6.16,breakout,5,137.2706,-0.64,1.06,4.62,-5.17,100.0,True
PEP,2026-02-03,158.0392,151.9932,3.98,0.926,4.88,2.43,2.32,2.18,9.46,10.29,16.39,1.023,9.73,12.24,1.96,0.0138,8.33,85.94,3.98,breakout,5,162.5789,2.53,-4.87,4.69,-4.87,96.7,False
PEP,2026-02-06,165.4534,163.0467,1.48,0.926,2.05,0.91,1.28,1.04,10.97,17.92,22.33,1.05,10.58,16.12,2.07,0.0161,14.63,88.67,1.48,fakeout,1,162.2082,-2.67,-10.71,-0.44,-11.21,16.7,False
HD,2000-07-07,31.6486,30.7664,2.87,0.893,6.31,1.91,1.66,2.24,15.93,15.93,11.38,0.996,13.34,12.89,3.31,0.0262,9.35,68.27,2.87,breakout,5,32.5182,1.69,-7.43,6.31,-8.11,66.7,False
HD,2000-07-10,32.789,31.8624,2.91,0.815,5.87,1.6,1.58,1.85,15.14,19.79,19.43,1.006,15.62,16.27,3.46,0.0346,15.33,71.58,2.91,breakout,5,32.4469,-1.09,-11.52,2.61,-11.52,46.7,False
HD,2000-12-08,26.9935,26.3151,2.58,0.914,4.63,1.16,1.26,1.14,21.35,26.13,21.86,1.017,15.64,17.62,3.89,0.0287,18.47,78.07,2.58,fakeout,0,25.2653,-11.24,-4.63,9.39,-13.89,30.0,False
HD,2001-11-14,26.4788,25.5623,3.59,0.961,5.02,1.25,1.61,1.56,10.2,20.93,14.12,1.018,12.14,14.18,3.95,0.0292,15.75,69.16,3.59,breakout,5,26.567,0.32,11.65,11.91,-6.13,90.0,True
HD,2001-12-05,28.6453,27.6636,3.55,0.807,5.19,1.9,1.81,1.7,13.93,8.3,17.13,1.061,9.4,16.08,3.17,0.0291,11.1,63.68,3.55,breakout,4,27.9151,-3.11,-2.81,3.45,-3.87,90.0,False
HD,2003-10-15,21.1016,20.6481,2.2,0.882,2.56,1.52,1.35,1.64,5.52,10.3,9.97,1.034,5.64,9.2,1.87,0.0121,9.51,84.61,2.2,breakout,5,21.0226,-0.63,0.72,3.39,-3.69,86.7,True
HD,2003-10-28,21.8052,21.3052,2.35,1.0,3.25,2.08,1.69,1.81,3.73,6.14,17.74,1.051,4.22,9.56,1.83,0.0104,4.08,78.96,2.35,breakout,5,21.6482,-0.61,-11.62,0.05,-11.62,43.3,False
HD,2004-09-02,22.2199,21.6686,2.54,0.899,2.88,2.01,1.6,1.8,3.85,4.8,15.16,1.056,4.1,9.93,2.0,0.0058,3.65,92.16,2.54,breakout,5,21.9255,-0.92,5.07,5.75,-2.32,100.0,True
HD,2004-11-15,25.6798,25.3632,1.25,0.821,2.56,1.47,1.6,1.58,3.16,6.6,8.98,1.037,4.22,8.05,1.87,0.0086,5.59,89.92,1.25,fakeout,0,25.1016,-1.28,-2.07,-0.59,-4.52,10.0,False
HD,2005-05-18,23.445,23.1858,1.12,0.916,2.39,1.31,1.46,1.47,8.98,7.28,11.8,1.006,7.54,8.19,2.34,0.0179,8.82,81.95,1.12,breakout,5,23.4391,-1.08,-2.02,1.36,-3.68,80.0,False
HD,2005-07-18,25.0687,24.803,1.07,0.952,2.45,1.19,1.31,1.18,5.33,7.5,5.6,1.014,5.2,6.64,2.1,0.0135,7.99,77.41,1.07,breakout,5,25.6333,1.44,-4.5,3.53,-6.22,40.0,False
HD,2005-07-19,25.5117,25.0983,1.65,0.938,1.85,0.84,1.56,1.42,4.6,7.78,8.14,1.019,6.28,8.27,2.05,0.0139,9.0,77.13,1.65,breakout,5,25.6912,1.13,-7.76,1.74,-7.85,30.0,False
HD,2005-07-20,25.9545,25.5412,1.62,0.968,2.12,0.97,1.53,1.4,7.25,11.92,10.76,1.024,7.3,9.84,2.07,0.0141,10.56,84.75,1.62,breakout,4,25.6203,-1.37,-8.03,-0.18,-9.42,20.0,False
HD,2006-09-12,22.0167,21.1579,4.06,0.909,4.47,2.41,2.07,2.31,5.44,9.29,10.7,1.006,6.97,7.62,1.94,0.0103,5.11,75.62,4.06,breakout,5,22.1572,-1.04,-0.44,3.44,-2.45,100.0,False
