Ticker,Date,Close,Resistance,Resistance_Distance_%,Close_Position,Daily_Range_%,Range_Ratio,Volume_Ratio,Volume_Surge_10,Momentum_5d_%,Momentum_10d_%,Momentum_20d_%,MA_Ratio,Distance_MA10_%,Distance_MA30_%,ATR_Pct,Volatility_10d,Price_Range_10d_%,RSI_14,Breakout_Pct,Label,Days_Above_5d,Avg_Close_5d,Return_5d_%,Return_30d_%,Max_Gain_30d_%,Max_Drawdown_30d_%,Pct_Days_Above_30d,Continued_Up_30d
AMD,2003-08-29,11.29,10.92,3.39,0.885,5.4,1.14,1.67,0.93,13.93,44.74,57.02,1.188,17.89,40.05,4.64,0.045,28.96,96.88,3.39,breakout,5,11.684,10.27,18.69,18.69,-3.72,96.7,True
AMD,2003-09-04,11.7,11.52,1.56,1.0,7.69,1.64,1.59,1.07,14.26,28.29,61.16,1.221,13.27,38.3,5.2,0.0277,22.31,91.28,1.56,breakout,4,11.984,1.11,19.32,19.32,-7.09,80.0,True
AMD,2003-11-04,16.55,16.0,3.44,0.859,5.14,1.77,2.26,2.58,11.45,15.82,29.4,1.103,13.68,25.44,3.21,0.0295,16.56,83.68,3.44,breakout,5,16.9,0.42,-15.47,10.51,-15.47,73.3,False
AMD,2003-11-12,18.08,17.25,4.81,0.993,7.69,2.33,1.69,1.57,6.29,19.81,32.36,1.138,11.3,26.61,3.52,0.0207,14.27,91.09,4.81,breakout,5,17.688,-2.65,-18.69,1.16,-22.62,40.0,False
AMD,2003-11-13,18.29,18.09,1.11,0.7,3.83,1.02,1.23,1.09,7.34,20.49,31.02,1.14,10.55,26.05,3.6,0.0319,17.06,92.42,1.11,fakeout,0,17.33,-9.79,-16.46,-1.2,-23.51,0.0,False
AMD,2004-04-01,16.79,16.4,2.38,0.828,3.81,1.17,1.31,1.18,5.8,9.38,9.1,1.033,8.21,11.79,3.54,0.0222,10.9,70.2,2.38,breakout,5,17.176,1.25,-17.39,3.93,-17.39,30.0,False
AMD,2004-04-02,17.45,16.9,3.25,0.917,2.75,0.83,1.37,1.25,12.51,14.43,13.61,1.038,11.43,15.71,3.16,0.0238,13.35,80.38,3.25,breakout,5,17.16,-0.46,-20.46,-0.11,-20.52,23.3,False
AMD,2004-10-20,15.41,14.98,2.87,0.951,5.32,1.68,1.84,1.66,11.34,10.31,18.72,1.067,10.39,17.77,3.55,0.0265,9.93,75.8,2.87,breakout,5,15.772,5.32,46.79,46.79,0.58,100.0,True
AMD,2004-10-21,15.95,15.45,3.24,0.905,2.63,0.78,1.32,1.15,17.37,13.04,24.41,1.066,13.09,20.5,3.47,0.0288,12.54,76.36,3.24,breakout,5,15.92,4.64,45.58,45.58,-2.82,100.0,True
AMD,2004-11-02,17.7,17.38,1.84,0.705,3.45,0.96,1.63,1.31,13.32,20.0,29.39,1.122,10.71,24.21,3.22,0.0226,16.84,86.69,1.84,fakeout,0,17.152,-2.71,27.91,40.4,-4.07,80.0,True
AMD,2004-11-11,18.59,18.1,2.71,0.963,5.81,1.6,1.68,1.57,9.48,11.38,36.79,1.121,8.33,21.43,3.5,0.0195,10.49,80.98,2.71,breakout,5,21.366,18.13,17.81,33.67,11.94,100.0,True
AMD,2004-11-12,21.02,18.63,12.83,0.963,10.28,2.71,3.2,2.88,23.0,24.97,50.14,1.12,21.15,35.65,3.79,0.0288,10.75,88.02,12.83,breakout,5,21.324,-1.0,3.38,18.22,-1.0,100.0,True
AMD,2004-12-06,24.85,23.5,5.74,0.953,8.53,2.47,1.52,1.92,17.05,19.41,45.41,1.129,14.39,29.17,3.81,0.0294,14.08,77.22,5.74,fakeout,0,22.486,-11.03,-37.63,-5.47,-40.2,0.0,False
AMD,2005-07-14,19.88,19.42,2.37,0.86,4.68,1.81,2.9,2.88,6.14,14.45,16.6,1.038,8.04,12.17,2.89,0.0155,11.17,71.9,2.37,breakout,5,20.316,2.46,5.58,6.59,-0.65,100.0,True
AMD,2005-09-07,22.55,21.55,4.64,0.887,5.5,2.66,2.04,2.17,10.7,10.0,10.43,1.014,8.19,9.7,2.25,0.015,5.54,66.35,4.64,breakout,5,23.448,4.79,-5.37,13.79,-6.87,83.3,False
AMD,2005-09-08,23.08,22.69,1.72,0.986,3.12,1.29,1.97,1.85,11.12,11.77,12.04,1.019,9.66,11.79,2.3,0.0198,10.36,75.29,1.72,breakout,5,23.56,2.43,-9.01,11.18,-9.01,63.3,False
AMD,2005-09-09,23.85,23.09,3.29,0.806,3.9,1.59,2.18,1.89,14.22,13.63,15.27,1.026,12.02,14.97,2.29,0.0202,11.7,84.23,3.29,breakout,4,23.32,-5.03,-8.39,7.59,-11.95,53.3,False
AMD,2005-12-02,27.95,27.42,1.93,0.714,3.76,1.29,1.23,1.18,5.39,7.96,14.08,1.077,5.41,13.52,3.16,0.0257,7.58,73.42,1.93,fakeout,0,26.688,-3.76,22.18,29.77,-8.23,76.7,True
AMD,2005-12-20,29.22,28.37,3.0,0.704,6.37,2.1,1.47,1.68,8.1,8.42,8.06,1.03,7.45,10.7,3.26,0.0226,10.68,69.64,3.0,breakout,5,30.552,8.49,35.32,44.08,0.41,100.0,True
AMD,2006-01-03,32.4,31.84,1.76,0.894,5.25,1.83,1.65,1.73,6.23,15.02,15.92,1.075,8.22,16.35,2.85,0.0203,12.87,84.46,1.76,breakout,5,33.64,7.81,24.2,29.94,0.49,100.0,True
AMD,2006-01-05,33.68,33.1,1.75,0.818,4.25,1.33,1.35,1.33,6.25,15.26,24.97,1.09,9.33,19.19,2.87,0.0252,15.41,85.76,1.75,breakout,5,34.716,4.96,19.74,25.0,-2.43,96.7,True
AMD,2006-01-11,36.27,34.97,3.72,0.864,4.05,1.15,1.52,1.34,11.39,16.25,34.38,1.111,11.73,24.14,3.1,0.0292,13.26,83.73,3.72,fakeout,2,34.724,2.37,11.77,16.07,-9.4,90.0,True
AMD,2006-01-26,40.41,38.4,5.23,0.878,4.65,0.95,2.07,1.27,8.83,11.41,29.52,1.107,13.44,25.54,4.99,0.0442,15.47,68.77,5.23,breakout,5,41.234,1.51,-9.35,4.18,-10.39,86.7,False
AMD,2006-12-14,22.71,22.33,1.7,0.965,11.36,3.66,4.0,3.71,7.89,5.29,4.61,0.986,8.43,6.97,3.53,0.0177,8.98,57.17,1.7,fakeout,0,21.706,-7.75,-31.53,-2.6,-31.53,0.0,False
AMD,2007-05-14,15.36,14.75,4.14,0.881,3.84,1.14,1.54,1.73,15.66,11.14,13.61,1.003,12.14,12.45,3.0,0.0264,11.0,59.8,4.14,breakout,5,15.486,0.46,-7.68,1.5,-12.04,30.0,False
AMD,2007-07-12,15.36,14.88,3.23,0.947,4.88,2.07,1.75,2.18,8.25,5.35,10.03,1.02,6.43,8.59,2.59,0.0139,4.95,61.03,3.23,breakout,5,15.646,2.73,-21.48,3.13,-24.22,30.0,False
AMD,2008-05-06,7.12,6.59,8.04,0.701,13.62,3.63,3.31,4.22,18.27,19.46,18.08,0.997,16.99,16.63,4.2,0.0272,10.67,76.12,8.04,breakout,5,7.026,0.98,2.39,9.27,-4.92,100.0,True
AMD,2008-06-05,7.78,7.48,4.01,0.98,6.43,1.86,1.97,2.48,14.92,9.89,12.59,1.026,12.4,15.3,3.64,0.0225,7.58,59.59,4.01,fakeout,1,7.328,-8.23,-40.23,-0.77,-40.23,13.3,False
AMD,2009-01-05,2.67,2.54,5.12,0.97,12.36,1.61,1.24,1.75,22.48,19.73,28.37,1.012,24.19,25.67,6.74,0.065,18.73,62.75,5.12,breakout,4,2.678,-5.62,-17.6,4.12,-25.09,13.3,False
AMD,2009-01-06,2.78,2.68,3.73,0.767,10.79,1.3,1.53,2.04,32.38,22.47,30.52,1.024,26.71,29.72,6.73,0.0732,26.98,68.15,3.73,fakeout,2,2.598,-14.39,-23.74,-1.44,-28.06,6.7,False
AMD,2009-03-17,2.76,2.72,1.47,0.733,16.3,2.19,1.63,1.54,18.97,33.33,16.46,1.024,20.84,23.73,7.48,0.051,23.55,67.31,1.47,breakout,4,2.952,13.77,27.17,35.87,-3.26,96.7,True
AMD,2009-05-04,4.26,3.92,8.67,0.915,11.03,1.67,1.25,1.36,22.77,28.7,24.2,1.027,22.2,25.48,5.87,0.0391,17.14,67.21,8.67,breakout,5,4.158,-0.94,-3.05,13.15,-7.75,100.0,False
AMD,2009-09-08,5.19,4.57,13.57,0.925,12.91,2.68,3.63,2.5,19.04,29.75,41.03,1.104,21.55,34.18,4.89,0.0372,13.29,86.88,13.57,breakout,5,5.572,13.29,15.22,20.42,0.19,100.0,True
AMD,2009-09-10,5.38,5.3,1.51,0.72,4.65,0.8,1.7,1.17,25.7,32.51,49.86,1.138,19.37,35.79,5.24,0.0518,24.16,89.41,1.51,breakout,5,5.728,5.39,8.36,16.17,-1.3,100.0,True
AMD,2009-09-11,5.68,5.45,4.22,0.767,5.28,0.87,2.04,1.38,25.39,34.28,54.35,1.155,22.44,41.38,5.18,0.0515,25.53,89.92,4.22,breakout,5,5.732,0.35,-1.41,10.04,-6.51,93.3,False
AMD,2009-11-18,7.32,6.73,8.77,0.984,8.61,1.92,2.34,1.87,37.59,56.08,26.86,1.012,30.04,31.61,5.45,0.0665,28.14,85.25,8.77,breakout,5,7.012,-2.87,32.51,35.38,-6.42,100.0,True
AMD,2009-12-03,8.03,7.5,7.07,0.77,10.83,2.54,2.04,2.14,12.94,9.7,71.22,1.189,13.51,35.02,4.72,0.0409,10.21,74.92,7.07,breakout,5,8.468,6.85,12.2,23.41,-2.12,100.0,True
AMD,2009-12-07,8.52,8.25,3.27,0.763,4.46,0.99,1.27,1.57,21.54,22.59,69.05,1.186,17.91,39.89,4.94,0.0377,18.43,77.57,3.27,breakout,5,8.656,1.88,5.52,16.31,0.7,100.0,True
AMD,2010-03-16,9.4,9.09,3.41,0.958,5.11,1.76,1.44,1.55,8.92,12.17,16.63,1.072,8.26,16.0,3.15,0.0124,8.62,87.29,3.41,breakout,5,9.386,0.53,1.6,8.09,-4.04,93.3,True
AMD,2010-03-17,9.67,9.42,2.65,0.781,3.31,1.09,1.34,1.45,8.41,15.81,20.42,1.078,10.07,18.64,2.99,0.0188,11.79,96.35,2.65,fakeout,1,9.298,-4.55,0.52,5.07,-6.72,60.0,True
AMD,2010-04-15,10.16,9.97,1.91,0.765,3.35,1.11,3.31,2.91,7.86,9.6,5.07,1.033,7.21,10.75,2.95,0.0205,8.27,75.34,1.91,fakeout,0,9.76,-2.95,-13.39,-1.87,-20.37,3.3,False
AMD,2010-09-24,6.84,6.77,1.03,0.96,3.65,0.9,1.99,1.93,11.76,17.73,16.52,1.004,10.91,11.38,3.73,0.0227,13.45,71.68,1.03,breakout,5,7.082,3.07,17.54,17.54,-0.29,100.0,True
AMD,2011-01-04,8.77,8.55,2.57,0.767,3.42,2.1,1.79,2.67,8.41,6.43,12.15,1.033,7.55,11.13,2.12,0.0137,7.07,80.0,2.57,breakout,4,8.796,-4.68,2.51,4.79,-14.71,23.3,True
AMD,2011-01-10,9.19,8.95,2.68,0.818,3.59,1.76,2.66,3.08,8.5,14.16,13.88,1.043,9.13,13.87,2.25,0.0177,11.1,76.24,2.68,fakeout,0,8.262,-11.86,-6.96,2.72,-18.61,10.0,False
AMD,2011-02-17,9.44,9.25,2.05,0.877,6.04,1.73,1.72,2.21,14.84,13.33,17.71,1.024,12.05,14.7,3.78,0.0197,11.55,91.14,2.05,fakeout,1,8.994,-1.59,-11.44,-1.59,-13.98,6.7,False
AMD,2012-01-18,5.97,5.85,2.05,0.8,5.03,1.88,1.74,1.84,4.55,8.94,16.37,1.033,6.32,9.84,2.92,0.0165,8.38,74.38,2.05,breakout,5,6.484,12.73,25.8,27.14,4.19,100.0,True
AMD,2012-01-19,6.22,6.03,3.15,0.923,4.18,1.44,1.83,1.88,7.06,13.92,27.98,1.04,9.82,14.21,2.91,0.0199,10.93,84.56,3.15,breakout,5,6.594,8.84,19.94,22.03,3.22,100.0,True
AMD,2012-01-20,6.42,6.24,2.88,0.774,4.83,1.52,2.35,2.22,10.31,17.58,23.7,1.051,11.85,17.55,3.03,0.0219,13.86,86.0,2.88,breakout,5,6.674,6.23,10.12,18.22,1.56,100.0,True
AMD,2012-03-15,8.25,7.99,3.25,0.917,4.36,1.3,1.64,1.49,10.44,9.85,13.01,1.016,11.22,12.96,3.53,0.0304,14.91,65.74,3.25,breakout,5,8.102,-2.67,-11.15,-0.12,-11.39,40.0,False
AMD,2013-04-30,2.82,2.75,2.55,1.0,5.32,1.39,2.03,1.89,11.46,15.57,17.99,1.006,10.94,11.58,3.77,0.0226,15.25,61.8,2.55,breakout,5,3.476,25.53,38.3,55.32,14.18,100.0,True
AMD,2013-05-01,3.22,2.82,14.18,0.878,15.22,3.63,5.26,4.52,23.37,34.17,38.79,1.019,24.81,27.12,4.06,0.0261,16.46,79.17,14.18,breakout,5,3.598,18.94,22.67,36.02,5.9,100.0,True
AMD,2013-05-02,3.41,3.28,3.96,0.794,9.97,1.84,3.9,2.77,27.24,35.86,46.35,1.043,28.1,33.66,4.36,0.0457,29.03,84.44,3.96,breakout,5,3.688,13.2,15.54,28.45,3.81,100.0,True
AMD,2013-05-13,4.17,3.99,4.51,0.821,6.71,0.92,1.88,1.07,15.51,55.6,73.75,1.229,20.8,48.47,5.43,0.0468,32.13,94.09,4.51,breakout,4,4.128,-1.68,-0.48,5.04,-8.15,60.0,False
AMD,2013-05-15,4.38,4.32,1.39,0.75,3.65,0.48,1.23,0.68,14.36,36.02,82.5,1.279,16.96,49.56,5.33,0.0465,34.93,94.27,1.39,fakeout,0,3.996,-9.59,-6.85,-5.25,-12.56,0.0,False
AMD,2013-07-11,4.45,4.21,5.7,1.0,6.52,2.61,5.57,7.38,9.61,7.49,14.1,1.01,9.8,10.91,2.99,0.0162,5.84,73.02,5.7,breakout,5,4.434,4.27,-18.43,4.27,-19.1,16.7,False
AMD,2013-07-18,4.64,4.5,3.11,0.964,6.03,1.79,2.93,2.33,4.27,14.29,14.0,1.033,10.11,13.76,3.45,0.0414,11.64,69.18,3.11,fakeout,0,3.784,-20.26,-27.16,-13.15,-27.16,0.0,False
AMD,2014-01-02,3.95,3.88,1.8,0.786,3.54,1.92,1.38,1.73,4.77,8.22,9.12,1.034,5.45,9.05,2.22,0.008,7.59,76.47,1.8,breakout,5,4.116,3.54,-6.58,13.16,-16.2,40.0,False
AMD,2014-01-06,4.13,4.0,3.25,0.737,4.6,2.23,2.79,3.14,9.26,13.15,13.46,1.042,8.37,12.91,2.37,0.0082,9.69,82.35,3.25,breakout,5,4.15,0.0,-9.93,8.23,-19.85,33.3,False
AMD,2014-03-07,3.95,3.77,4.77,0.741,6.84,3.72,2.98,4.23,6.47,7.05,15.84,1.03,6.7,9.86,2.21,0.0056,4.3,79.55,4.77,breakout,5,3.856,-2.53,4.3,4.3,-7.59,86.7,True
AMD,2014-04-22,4.3,4.2,2.38,0.95,4.65,1.24,2.19,1.72,15.9,10.82,6.17,0.981,11.92,9.74,3.87,0.0474,12.79,57.62,2.38,fakeout,2,4.114,-6.28,-6.05,-0.47,-10.0,10.0,False
AMD,2014-06-11,4.29,4.24,1.18,0.923,3.03,1.64,1.41,1.66,6.19,7.25,6.45,1.002,6.21,6.39,1.9,0.0147,7.23,64.18,1.18,breakout,5,4.376,2.56,-13.05,8.62,-13.05,50.0,False
AMD,2015-02-05,3.31,2.92,13.36,0.88,15.11,2.7,3.81,2.67,26.82,34.01,28.29,1.01,25.76,26.97,6.02,0.0295,16.62,73.94,13.36,breakout,5,3.06,-5.74,-15.41,-3.02,-17.22,73.3,False
AMD,2015-11-24,2.34,2.3,1.74,0.739,9.83,2.32,1.95,2.7,18.18,15.84,8.84,0.99,12.77,11.66,4.12,0.033,13.25,60.29,1.74,breakout,4,2.336,-2.99,-8.55,28.21,-8.55,83.3,False
AMD,2015-12-16,2.54,2.5,1.6,0.944,7.09,1.43,2.65,2.29,8.09,11.89,28.28,1.05,8.59,14.02,4.47,0.0272,11.81,59.76,1.6,breakout,4,2.628,11.42,-15.75,18.11,-29.13,40.0,False
AMD,2015-12-22,2.77,2.6,6.54,0.958,8.66,1.76,3.02,2.19,17.37,15.9,24.77,1.072,13.85,22.06,4.67,0.0365,12.64,72.73,6.54,breakout,5,2.946,7.58,-28.52,8.3,-35.02,26.7,False
AMD,2016-03-14,2.72,2.55,6.67,0.88,9.19,1.38,3.12,2.57,10.12,27.1,48.63,1.113,16.84,30.02,5.51,0.0539,18.38,77.78,6.67,breakout,4,2.73,2.94,34.56,46.69,-8.46,96.7,True
AMD,2016-03-17,2.8,2.75,1.82,0.909,3.93,0.51,2.41,1.72,23.89,13.82,46.6,1.143,14.38,30.7,6.28,0.0663,21.43,70.39,1.82,breakout,4,2.798,-0.36,26.79,42.5,-6.43,73.3,True
AMD,2016-03-18,2.93,2.81,4.27,1.0,5.46,0.78,2.08,1.5,16.27,23.63,53.4,1.146,18.05,35.23,6.14,0.0666,22.53,71.35,4.27,fakeout,0,2.768,-5.12,27.65,36.18,-10.58,43.3,True
AMD,2016-04-22,3.99,2.98,33.89,1.0,20.3,5.35,10.9,14.22,47.78,45.62,43.01,0.998,46.53,46.24,5.14,0.029,6.27,75.44,33.89,breakout,5,3.6,-11.03,12.03,15.29,-13.53,100.0,True
AMD,2016-06-17,5.26,4.75,10.74,0.983,11.22,2.46,3.23,3.55,21.76,26.44,39.52,1.078,18.47,27.66,4.89,0.0377,12.74,66.02,10.74,breakout,5,5.132,-7.22,26.24,32.7,-10.27,96.7,True
AMD,2016-07-22,5.84,5.57,4.85,0.75,8.9,2.11,3.84,4.23,13.62,14.51,12.09,1.043,11.88,16.71,4.31,0.0301,12.84,69.74,4.85,breakout,5,6.842,17.47,28.6,31.34,7.19,100.0,True
AMD,2016-07-25,6.7,5.97,12.23,0.757,15.37,3.45,4.03,3.76,21.6,33.73,37.3,1.049,26.56,32.73,4.73,0.0472,14.48,82.22,12.23,breakout,5,6.83,-0.9,9.55,14.48,-6.57,100.0,True
AMD,2016-11-16,7.67,7.53,1.86,0.882,8.87,1.76,1.9,2.04,10.52,13.46,13.29,0.988,13.34,12.0,5.47,0.0469,12.52,58.48,1.86,breakout,5,8.72,14.73,47.85,57.37,9.39,100.0,True
AMD,2016-12-06,9.45,9.23,2.38,0.875,7.62,1.79,1.9,2.13,5.82,5.7,35.78,1.139,8.04,23.04,5.33,0.0254,10.26,80.1,2.38,breakout,5,10.292,11.53,3.17,27.72,1.16,100.0,True
AMD,2017-02-06,13.63,12.66,7.66,0.947,9.68,1.9,2.73,2.21,28.46,37.54,20.41,0.993,24.53,23.62,4.75,0.053,21.86,88.64,7.66,breakout,5,13.468,-1.03,1.39,11.52,-4.84,100.0,True
AMD,2017-02-27,15.2,14.5,4.83,0.861,7.11,1.92,1.48,1.75,15.77,11.93,42.46,1.136,11.4,26.54,4.22,0.0257,12.5,68.56,4.83,fakeout,1,13.878,-14.21,-13.82,-1.58,-14.28,10.0,False
AMD,2017-06-21,13.98,13.4,4.33,0.966,6.29,1.02,2.44,1.94,18.78,12.92,28.37,1.053,15.64,21.76,5.93,0.0352,15.67,75.29,4.33,breakout,4,13.852,-5.36,-5.29,5.58,-13.09,70.0,False
AMD,2017-06-22,14.38,14.01,2.64,0.872,6.54,1.06,1.82,1.48,25.04,11.47,32.05,1.055,17.4,23.87,6.04,0.0473,19.47,77.19,2.64,fakeout,2,13.496,-12.38,-8.76,2.64,-15.51,23.3,False
AMD,2017-09-20,13.74,13.55,1.4,0.94,7.28,2.31,2.04,2.04,12.44,6.84,12.9,1.001,9.23,9.34,3.6,0.0229,9.17,64.82,1.4,fakeout,0,12.902,-7.28,-21.4,3.78,-21.4,36.7,False
AMD,2018-01-31,13.74,13.47,2.0,0.843,5.09,1.52,2.75,2.73,8.1,12.81,25.14,1.083,8.11,17.04,3.54,0.0254,12.01,71.19,2.0,fakeout,0,12.104,-15.57,-16.59,-3.57,-18.34,0.0,False
AMD,2018-06-01,14.4,13.95,3.23,1.0,3.33,1.24,1.37,1.54,7.38,12.32,31.75,1.116,8.47,21.09,2.82,0.0144,8.96,90.43,3.23,breakout,5,15.102,5.9,15.14,18.82,3.13,100.0,True
AMD,2018-06-04,14.85,14.4,3.13,0.717,3.1,1.09,1.42,1.49,9.68,14.23,31.65,1.116,10.55,23.39,2.82,0.0192,11.38,90.94,3.13,breakout,5,15.278,5.93,13.6,15.22,0.0,100.0,True
AMD,2018-06-06,15.67,14.98,4.61,0.9,4.47,1.63,1.79,1.84,13.39,20.72,34.97,1.117,13.52,26.81,2.83,0.0201,14.49,91.55,4.61,breakout,4,15.608,4.15,6.64,9.19,-4.98,93.3,True
AMD,2018-06-13,16.32,15.97,2.19,0.73,4.53,1.1,1.64,1.23,4.15,18.09,31.08,1.131,9.5,23.86,3.79,0.031,15.26,80.26,2.19,breakout,5,16.582,1.23,12.44,12.44,-8.27,66.7,True
AMD,2018-06-18,17.11,16.79,1.91,0.81,7.07,1.45,1.72,1.24,8.77,15.22,31.62,1.138,9.68,24.84,4.45,0.0286,14.49,83.3,1.91,fakeout,0,15.954,-11.69,7.13,13.5,-12.51,20.0,True
AMD,2018-07-26,18.35,17.34,5.82,0.938,8.83,2.76,3.16,3.83,9.81,10.81,22.58,1.026,11.05,13.92,3.69,0.0166,6.98,69.1,5.82,breakout,5,18.792,2.4,49.21,55.37,-0.11,100.0,True
AMD,2018-08-23,22.29,20.92,6.55,0.975,5.29,1.39,1.54,1.67,15.31,16.7,21.47,1.075,12.58,21.01,3.57,0.0208,9.83,80.55,6.55,breakout,5,24.876,11.66,22.7,46.79,7.58,100.0,True
AMD,2018-08-24,23.98,22.32,7.44,0.985,5.55,1.38,2.17,2.2,21.29,25.81,26.61,1.081,19.2,28.85,3.53,0.0251,14.97,82.64,7.44,breakout,5,25.114,4.96,10.34,36.45,3.79,100.0,True
AMD,2018-09-04,28.06,27.3,2.78,0.98,9.05,1.77,1.91,1.47,11.08,40.44,44.42,1.15,20.37,38.43,4.88,0.0305,28.33,88.43,2.78,breakout,5,28.744,7.27,0.43,16.61,-10.91,80.0,True
AMD,2018-09-12,32.21,30.59,5.3,0.972,8.82,1.44,1.77,1.26,12.98,28.58,60.89,1.211,18.38,43.31,5.97,0.0467,20.43,88.71,5.3,breakout,4,31.754,-3.1,-29.25,1.58,-29.25,40.0,False
AMD,2019-01-30,23.09,22.03,4.81,0.977,7.62,1.48,2.07,2.26,16.62,13.3,25.08,1.051,13.8,19.61,5.83,0.0455,13.04,61.54,4.81,breakout,5,23.924,0.74,-1.17,7.02,-4.68,96.7,False
AMD,2019-03-19,26.0,25.52,1.88,0.968,9.58,2.62,2.63,3.19,10.69,10.64,8.56,0.982,13.44,11.4,3.79,0.0254,11.96,66.71,1.88,breakout,5,26.324,-1.19,3.12,11.88,-4.27,93.3,True
AMD,2019-03-21,27.89,26.88,3.76,0.908,8.61,1.94,2.05,1.85,22.22,26.31,16.6,1.001,18.69,18.77,4.22,0.0417,20.94,71.41,3.76,fakeout,0,25.596,-10.15,1.18,4.3,-10.76,70.0,True
AMD,2019-06-06,31.82,29.99,6.1,0.925,6.73,1.43,1.72,1.52,13.52,16.09,17.46,1.011,13.87,15.14,4.43,0.0439,12.45,65.89,6.1,breakout,5,32.324,-1.35,2.17,8.08,-9.3,83.3,True
AMD,2019-11-01,34.89,34.34,1.6,0.878,2.58,0.87,1.32,1.27,6.66,12.66,20.27,1.065,7.66,14.68,2.86,0.0203,11.61,79.62,1.6,breakout,5,36.188,4.01,21.38,22.07,2.98,100.0,True
AMD,2019-11-04,36.29,35.0,3.69,0.905,4.66,1.6,1.74,1.58,7.72,13.3,25.44,1.072,10.64,18.65,2.94,0.0204,11.49,82.5,3.69,breakout,5,36.192,0.06,17.86,17.86,-0.99,100.0,True
AMD,2019-11-14,38.35,37.96,1.03,0.868,2.97,0.97,1.29,1.07,5.71,13.03,23.15,1.109,6.44,17.99,3.02,0.0155,13.4,86.72,1.03,breakout,5,40.046,3.05,18.7,21.59,0.55,100.0,True
AMD,2019-11-18,39.88,39.37,1.3,0.921,3.49,1.19,1.26,1.08,9.83,9.89,24.51,1.111,8.25,20.32,2.91,0.0144,11.56,95.24,1.3,breakout,4,40.146,-0.23,23.12,23.12,-2.88,80.0,True
AMD,2019-11-19,41.29,39.99,3.25,0.762,5.09,1.82,1.77,1.59,12.48,14.22,31.04,1.11,11.0,23.22,2.95,0.0131,10.83,95.95,3.25,fakeout,1,39.686,-5.57,17.7,18.91,-6.2,53.3,True
AMD,2019-12-12,42.59,41.79,1.91,0.991,7.91,3.72,1.59,2.53,7.5,8.07,13.51,1.031,8.38,11.79,2.64,0.0114,7.21,68.47,1.91,breakout,4,42.28,0.56,18.64,21.41,-3.38,96.7,True
AMD,2019-12-20,44.15,43.34,1.87,0.89,2.27,0.78,1.31,1.42,7.29,11.41,11.72,1.04,7.3,11.62,2.87,0.0306,10.24,75.14,1.87,breakout,5,46.066,3.1,12.89,17.12,2.97,100.0,True
AMD,2020-01-02,49.1,47.31,3.78,0.943,5.34,2.22,1.6,1.73,5.5,14.8,26.22,1.078,9.54,18.13,3.29,0.0166,10.51,80.73,3.78,breakout,5,48.408,-0.26,12.65,12.65,-4.28,96.7,True
AMD,2020-07-22,61.79,59.0,4.73,0.958,8.14,1.8,2.63,2.71,11.66,15.65,14.45,1.025,11.41,14.14,3.92,0.0325,10.41,73.34,4.73,breakout,5,68.328,23.14,46.01,49.18,-3.59,100.0,True
AMD,2020-07-24,69.4,62.33,11.34,0.908,8.49,1.72,3.8,3.32,26.09,24.19,33.64,1.039,22.76,27.6,4.7,0.0381,14.51,76.25,11.34,breakout,5,73.66,11.57,18.17,32.82,-2.58,100.0,True
AMD,2020-07-30,78.2,77.19,1.31,0.805,4.97,1.0,1.26,0.85,31.27,42.39,48.73,1.109,24.55,38.15,5.13,0.0683,29.99,80.43,1.31,breakout,5,82.432,10.88,-2.38,17.88,-2.38,93.3,False
AMD,2020-08-04,85.04,78.96,7.7,0.902,9.2,1.76,2.38,1.52,25.78,49.19,60.67,1.177,22.58,44.24,5.04,0.0684,26.62,86.2,7.7,breakout,4,83.198,-9.6,-9.85,8.4,-10.23,80.0,False
AMD,2020-08-31,90.82,87.72,3.53,0.76,8.36,2.73,1.26,2.22,9.32,10.19,16.93,1.075,8.56,16.71,3.52,0.0194,9.47,77.04,3.53,fakeout,2,85.128,-13.36,-6.1,1.5,-17.72,6.7,False
AMD,2020-11-30,92.66,88.0,5.3,0.987,6.7,2.31,1.74,2.34,9.48,13.79,23.07,1.036,9.59,13.49,3.31,0.0164,8.12,68.87,5.3,breakout,5,93.358,1.52,-0.95,4.95,-3.05,100.0,False
AMD,2021-06-17,84.56,82.91,1.99,0.831,5.68,2.65,2.08,2.81,3.68,5.33,10.93,1.031,4.52,7.76,2.59,0.0126,4.36,69.02,1.99,breakout,4,84.148,1.82,25.58,25.58,-2.33,96.7,True
AMD,2021-06-29,89.52,88.0,1.73,0.786,4.07,1.57,1.24,1.17,7.11,11.25,10.78,1.038,6.75,10.86,2.59,0.0227,10.1,76.53,1.73,breakout,5,93.39,1.14,20.29,32.67,-4.05,86.7,True
AMD,2021-06-30,93.93,90.3,4.02,0.89,3.98,1.41,1.89,1.7,12.06,17.25,14.59,1.043,10.81,15.61,2.68,0.0224,12.07,79.69,4.02,breakout,4,92.552,-4.46,13.38,26.45,-8.56,73.3,True
AMD,2021-07-28,97.93,95.44,2.61,0.914,9.25,2.97,3.46,3.88,9.53,9.97,9.39,1.01,9.89,10.95,3.16,0.0159,10.07,70.02,2.61,breakout,5,109.82,21.28,8.39,21.28,5.13,100.0,True
