Date,Close,High,Low,Open,Volume
2000-01-03,32.45354080200195,33.381668756301345,32.17510241571214,32.17510241571214,2645000
2000-01-04,31.43260955810547,32.39167540092168,31.061358264112094,31.80386085209884,3701000
2000-01-05,31.83479118347168,32.329792795653944,31.185101567482462,31.246976769005244,3411000
2000-01-06,32.76291275024414,32.76291275024414,31.83478491029388,32.175098451608974,2460100
2000-01-07,35.176055908203125,35.176055908203125,33.41261247217183,33.66011330529903,5863300
2000-01-10,33.721981048583984,35.176048121321095,33.629168256707146,35.176048121321095,2830500
2000-01-11,33.90761184692383,34.34073827562541,33.16510939772112,33.16510939772112,3309700
2000-01-12,33.41258239746094,33.81477088928223,33.13414421081543,33.47445755004883,3573600
2000-01-13,33.01043701171875,33.845752662437036,32.484497527933165,32.54637276131971,3639400
2000-01-14,33.814788818359375,34.278852708821766,33.660100854871914,34.124164745334305,3750300
2000-01-18,33.319801330566406,34.34074231841106,32.917612456567,34.34074231841106,2082900
2000-01-19,33.536354064941406,33.66010444894488,32.54635099291362,32.67010137691709,2193700
2000-01-20,33.056819915771484,33.783853390755695,32.45353681950799,33.505415038634084,2136400
2000-01-21,32.05134201049805,32.48446825388316,31.741966122365827,32.23696754337738,4051000
2000-01-24,30.75197410583496,32.082290893109516,30.473535708498428,31.989478093997334,4206900
2000-01-25,30.84479522705078,31.308859347818846,30.56635675458994,30.875732835101985,3148700
2000-01-26,31.061336517333984,31.370712379060418,30.751960655607547,31.154149275851914,2233100
2000-01-27,31.803844451904297,31.865719635662867,30.442590409215786,30.69009114425006,3052200
2000-01-28,32.329803466796875,33.35074462890625,32.113240189985795,32.17511541193182,4284500
2000-01-31,33.103240966796875,33.16511618355724,30.875733163423625,32.63917684109411,3334100
2000-02-01,32.45354080200195,32.917604779151645,32.02041442332891,32.608228794385184,2981300
2000-02-02,32.20603561401367,32.701037122010035,31.618221323267985,32.42259877376208,2066300
2000-02-03,32.298851013183594,32.5772893839869,31.494473497529594,32.32978860993951,2643600
2000-02-04,32.11322784423828,32.29885343871365,31.927602249762916,32.14416544331751,1717600
2000-02-07,31.339792251586914,32.391670767434846,31.061353820921287,32.391670767434846,1957400
2000-02-08,31.339792251586914,31.55635547543796,30.999478614106703,30.999478614106703,2536700
2000-02-09,30.566360473632812,31.86574016988036,30.535422861817395,31.86574016988036,3211000
2000-02-10,30.84479522705078,31.185108915614027,30.597294362641144,30.62823197069235,2080000
2000-02-11,30.632287979125977,31.098296416942294,30.352682916436184,31.06722918775454,3268100
2000-02-14,30.197338104248047,30.81868250968525,30.042002002888747,30.50801030696665,2758000
2000-02-15,30.414804458618164,30.663342186574187,30.13519951466764,30.25946837864565,2989400
2000-02-16,30.445878982543945,31.03615622812388,30.41481175909237,30.818685663962853,3292800
2000-02-17,29.917747497558594,30.787630083157392,29.917747497558594,30.69442837755752,3290500
2000-02-18,29.078914642333984,30.010931137280586,28.954645776341103,29.979863920782364,3684000
2000-02-22,29.576004028320312,30.010945264030905,28.643987094654758,29.700272952809055,2716500
2000-02-23,29.97987174987793,30.259476771379383,28.985720562317212,29.70026672837648,2489800
2000-02-24,29.109989166259766,29.948804222277925,28.76824969899311,29.79346810079308,2612700
2000-02-25,28.1779727935791,29.234258433029698,27.898367771371593,29.047855084891356,2554400
2000-02-28,28.58184814453125,29.047856538192086,28.333310334578805,28.333310334578805,3832900
2000-02-29,29.5449275970459,30.073070361661863,29.016784832429938,29.078919275325934,4138700
2000-03-01,29.26532745361328,29.948806438729516,28.830386281266588,29.54493249297901,4186700
2000-03-02,28.675048828125,29.513863907604282,28.426511026797808,28.7682505036227,2095800
2000-03-03,28.83038902282715,29.327464695634514,28.612918415973926,29.14106131833175,2085200
2000-03-06,28.64398193359375,29.172124767510336,28.39544412939771,28.457578580446718,2549700
2000-03-07,27.09062385559082,28.79932146116134,26.842086022053287,28.76825423196915,3998100
2000-03-08,27.587697982788086,28.519714806530924,27.09062234345857,27.339160163123328,4282600
2000-03-09,29.855615615844727,29.855615615844727,28.053715818010186,28.053715818010186,3853500
2000-03-10,30.414804458618164,30.787611050552197,29.824527354722612,29.886661786711617,3535800
2000-03-13,29.45174217224121,30.321624852433988,28.64399396920506,30.321624852433988,2115500
2000-03-14,28.550783157348633,29.17212773095796,28.519715928668166,28.954657130194697,2133000
2000-03-15,31.191484451293945,31.564291038361205,28.51970391064526,28.5507711262342,4364700
2000-03-16,32.185638427734375,32.775915580366565,31.315756308065875,31.750697367900127,5316400
2000-03-17,30.508012771606445,31.781768905655188,30.321609434916386,31.750701682873512,4843300
2000-03-20,30.197338104248047,30.539077527238508,29.638128139354563,30.50801030696665,2271100
2000-03-21,30.66335105895996,30.818687183878705,29.669199859480003,29.700267084463754,2987000
2000-03-22,31.595373153686523,31.96817991656188,30.632289016258518,31.005095779133875,3347000
2000-03-23,31.99925994873047,32.21673064741116,31.595385794037753,31.906058220724457,3159800
2000-03-24,30.88082504272461,31.906043580360336,30.383749388113348,31.87497635194713,2061200
2000-03-27,30.07306480407715,30.974014059571196,29.79345986271693,30.81867798103774,2013000
2000-03-28,29.94880485534668,30.32161155479083,29.575998155902532,29.73133428067093,2114100
2000-03-29,30.321617126464844,30.57015497176374,29.886675897191783,29.886675897191783,2834600
2000-03-30,30.197338104248047,31.377892474578733,30.197338104248047,30.445875866422927,3098400
2000-03-31,31.12936782836914,32.06138482921852,29.886678493903307,30.445888694412933,3243800
2000-04-03,32.49632263183594,32.558457091935054,31.8128435707457,31.937112490943925,2741300
2000-04-04,34.29822540283203,34.484628801760465,32.5273931130119,32.620594812476114,6700500
2000-04-05,33.537071228027344,34.29821828229939,33.24193257433002,33.86327710842965,3470900
2000-04-06,32.74486541748047,33.30407564282643,32.34099136584172,32.806999886963354,2190400
2000-04-07,31.968175888061523,32.6827220935284,31.90604143541223,32.62058764087911,1607200
2000-04-10,32.24778366088867,33.179800529700486,31.688573539601585,31.81284245544316,2884200
2000-04-11,33.241939544677734,33.27300677789706,32.24778808165934,32.30992254809799,2373300
2000-04-12,32.37205123901367,33.30406806931157,32.18564787295409,32.93126133719241,2618200
2000-04-13,34.79530334472656,34.79530334472656,33.801151820591514,34.018622466496055,4523000
2000-04-14,33.52152633666992,34.764214986778164,33.055518092879325,34.04966901296592,4056300
2000-04-17,34.79530334472656,34.79530334472656,33.490479469299316,33.52154670442854,3876700
2000-04-18,36.41077423095703,36.78358079304874,34.54674142049848,34.70207748803669,6465300
2000-04-19,37.59135055541992,37.90202287405975,36.410795744588555,36.8768042225483,6148700
2000-04-20,37.65346145629883,38.21267127990723,37.28065490722656,37.9952007929484,4305000
2000-04-24,38.52336120605469,39.02043683451991,37.653478856240554,37.653478856240554,4803800
2000-04-25,38.27482223510742,38.43015836430835,37.870948299185024,38.305889460947604,3801900
2000-04-26,38.678707122802734,38.83404329598668,37.52921944124153,38.02629519543016,4066100
2000-04-27,38.7408447265625,38.77191196371291,37.87096208635099,38.27483616930633,2522200
2000-04-28,38.33695983886719,38.61656489441808,37.777749727765396,38.33695983886719,2653700
2000-05-01,38.46123123168945,39.48644983479588,38.27482784930647,38.771903535661096,3418600
2000-05-02,38.77189254760742,39.113631985126396,38.21268255894001,38.24374978053264,2582900
2000-05-03,39.26897430419922,39.300041530705705,38.43015918852408,38.77189868009543,2586400
2000-05-04,39.39324188232422,39.579645235079695,38.61656124584306,39.268972980487234,2963800
2000-05-05,39.641780853271484,39.734982532393595,38.52336070380615,38.52336070380615,3169400
2000-05-08,40.01457977294922,40.01457977294922,39.14469760397206,39.7349747900637,2496200
2000-05-09,39.579627990722656,39.92136732188274,39.26895587148621,39.8903001099591,2654900
2000-05-10,38.39910125732422,39.11364763994433,37.777756576784995,38.70977359759383,4571900
2000-05-11,37.34423828125,37.874164867878754,37.032516759703675,37.5312711941778,2621800
2000-05-12,37.624786376953125,37.96768003904632,36.40907248407726,37.03251550606488,3131000
2000-05-15,38.12350845336914,38.37288545061113,37.531238084919416,37.593582334229914,3444700
2000-05-16,37.375396728515625,38.15470024662479,37.28188030634253,37.65594599503493,3343900
2000-05-17,36.84547424316406,37.28188425958056,36.34671993868807,37.21953997152106,4043400
2000-05-18,36.783119201660156,37.313045495243394,36.72077493182684,36.84546347149348,2635300
2000-05-19,37.8741569519043,37.93650124318315,36.75195970888491,36.87664829144262,2775700
2000-05-22,37.500091552734375,38.404083784678924,36.751960050435436,38.03001803352946,2518800
2000-05-23,37.6871223449707,37.99884378703002,36.84547445141057,37.21954018188174,1867300
2000-05-24,38.4664421081543,38.715819366554,37.624793861055295,37.68713817565522,2274900
2000-05-25,39.21455383300781,39.713308094794876,38.5287667230506,39.152209550284425,3401300
2000-05-26,39.30806350708008,39.58861273115916,38.7781371949307,38.7781371949307,1715500
2000-05-30,38.15470886230469,38.902840408624385,37.62478235032823,38.84049611309775,2042300
2000-05-31,37.967674255371094,38.62228932873956,37.40657562105526,37.905329962669335,2219200
2000-06-01,38.435264587402344,38.77815826985281,38.030026599051794,38.4040924344523,2992100
2000-06-02,36.471405029296875,38.37290563338842,36.066167195638016,38.37290563338842,4229700
2000-06-05,36.128517150878906,36.40906646438875,35.53624637791368,35.72327925358691,3257100
2000-06-06,36.97016525268555,37.094853837011634,35.536246532935515,35.536246532935515,2245600
2000-06-07,37.34423828125,37.84299271572412,36.90782815108514,37.09486106401294,2493600
2000-06-08,37.375396728515625,37.68711813575929,36.59609321040646,37.21953602489379,1811000
